id,created_at,name,type
394,2025-03-15 23:33:25.701075+00,Southern Methodist University,1
395,2025-03-15 23:33:25.701075+00,Southern New Hampshire University,1
396,2025-03-15 23:33:25.701075+00,Southern University and A&M College,1
397,2025-03-15 23:33:25.701075+00,Southern Utah University,1
398,2025-03-15 23:33:25.701075+00,Spring Hill College,1
399,2025-03-15 23:33:25.701075+00,Springfield College,1
400,2025-03-15 23:33:25.701075+00,Stanford University,1
401,2025-03-15 23:33:25.701075+00,State University of New York at Albany,1
402,2025-03-15 23:33:25.701075+00,State University of New York at Binghamton,1
403,2025-03-15 23:33:25.701075+00,State University of New York at Buffalo,1
404,2025-03-15 23:33:25.701075+00,State University of New York at Stony Brook,1
405,2025-03-15 23:33:25.701075+00,State University of New York College at Brockport,1
406,2025-03-15 23:33:25.701075+00,State University of New York College at Cortland,1
407,2025-03-15 23:33:25.701075+00,State University of New York Maritime College,1
408,2025-03-15 23:33:25.701075+00,Stephen F. Austin State University,1
409,2025-03-15 23:33:25.701075+00,Stetson University,1
410,2025-03-15 23:33:25.701075+00,Stevens Institute of Technology,1
411,2025-03-15 23:33:25.701075+00,Stevenson University,1
412,2025-03-15 23:33:25.701075+00,Stonehill College,1
413,2025-03-15 23:33:25.701075+00,Syracuse University,1
414,2025-03-15 23:33:25.701075+00,Tarleton State University,1
415,2025-03-15 23:33:25.701075+00,Temple University,1
416,2025-03-15 23:33:25.701075+00,Tennessee State University,1
417,2025-03-15 23:33:25.701075+00,Tennessee Technological University,1
418,2025-03-15 23:33:25.701075+00,Texas A&M University–Commerce,1
419,2025-03-15 23:33:25.701075+00,Texas A&M University–Corpus Christi,1
420,2025-03-15 23:33:25.701075+00,Texas A&M University–Kingsville,1
421,2025-03-15 23:33:25.701075+00,Texas A&M University,1
422,2025-03-15 23:33:25.701075+00,Texas Christian University,1
423,2025-03-15 23:33:25.701075+00,Texas Southern University,1
424,2025-03-15 23:33:25.701075+00,Texas State University,1
425,2025-03-15 23:33:25.701075+00,Texas Tech University,1
426,2025-03-15 23:33:25.701075+00,"The Citadel, The Military College of South Carolina",1
427,2025-03-15 23:33:25.701075+00,The College of Saint Scholastica,1
428,2025-03-15 23:33:25.701075+00,The College of William and Mary in Virginia,1
429,2025-03-15 23:33:25.701075+00,The George Washington University,1
430,2025-03-15 23:33:25.701075+00,The Ohio State University,1
431,2025-03-15 23:33:25.701075+00,The Ohio University,1
432,2025-03-15 23:33:25.701075+00,The Pennsylvania State University (Penn State),1
433,2025-03-15 23:33:25.701075+00,Thomas More University,1
434,2025-03-15 23:33:25.701075+00,Towson University,1
435,2025-03-15 23:33:25.701075+00,Trinity University,1
436,2025-03-15 23:33:25.701075+00,Troy University,1
437,2025-03-15 23:33:25.701075+00,Tufts University,1
438,2025-03-15 23:33:25.701075+00,Tulane University of Louisiana,1
439,2025-03-15 23:33:25.701075+00,Tusculum University,1
440,2025-03-15 23:33:25.701075+00,Union College,1
441,2025-03-15 23:33:25.701075+00,United States Air Force Academy,1
442,2025-03-15 23:33:25.701075+00,United States Coast Guard Academy,1
443,2025-03-15 23:33:25.701075+00,United States International University,1
444,2025-03-15 23:33:25.701075+00,United States Military Academy,1
445,2025-03-15 23:33:25.701075+00,United States Naval Academy,1
446,2025-03-15 23:33:25.701075+00,University of Akron,1
447,2025-03-15 23:33:25.701075+00,University of Alabama at Birmingham,1
448,2025-03-15 23:33:25.701075+00,University of Alabama,1
449,2025-03-15 23:33:25.701075+00,University of Alaska Anchorage,1
450,2025-03-15 23:33:25.701075+00,University of Alaska Fairbanks,1
451,2025-03-15 23:33:25.701075+00,University of Arizona,1
452,2025-03-15 23:33:25.701075+00,University of Arkansas,1
453,2025-03-15 23:33:25.701075+00,University of Arkansas at Little Rock (UALR),1
454,2025-03-15 23:33:25.701075+00,University of Baltimore,1
455,2025-03-15 23:33:25.701075+00,University of Bridgeport,1
456,2025-03-15 23:33:25.701075+00,"University of California, Berkeley (Cal)",1
457,2025-03-15 23:33:25.701075+00,"University of California, Davis",1
458,2025-03-15 23:33:25.701075+00,"University of California, Irvine",1
459,2025-03-15 23:33:25.701075+00,"University of California, Los Angeles",1
460,2025-03-15 23:33:25.701075+00,"University of California, Merced",1
461,2025-03-15 23:33:25.701075+00,"University of California, Riverside",1
462,2025-03-15 23:33:25.701075+00,"University of California, San Diego",1
463,2025-03-15 23:33:25.701075+00,"University of California, Santa Barbara",1
464,2025-03-15 23:33:25.701075+00,University of Central Arkansas,1
465,2025-03-15 23:33:25.701075+00,University of Central Florida (UCF),1
466,2025-03-15 23:33:25.701075+00,University of Central Missouri,1
467,2025-03-15 23:33:25.701075+00,University of Charleston,1
468,2025-03-15 23:33:25.701075+00,University of Cincinnati,1
469,2025-03-15 23:33:25.701075+00,University of Colorado Boulder,1
470,2025-03-15 23:33:25.701075+00,University of Connecticut (UConn),1
471,2025-03-15 23:33:25.701075+00,University of Dayton,1
472,2025-03-15 23:33:25.701075+00,University of Delaware,1
473,2025-03-15 23:33:25.701075+00,University of Denver,1
474,2025-03-15 23:33:25.701075+00,University of Detroit Mercy,1
475,2025-03-15 23:33:25.701075+00,University of Evansville,1
476,2025-03-15 23:33:25.701075+00,University of Florida,1
477,2025-03-15 23:33:25.701075+00,University of Georgia,1
478,2025-03-15 23:33:25.701075+00,University of Hartford,1
479,2025-03-15 23:33:25.701075+00,University of Hawaiʻi at Mānoa,1
480,2025-03-15 23:33:25.701075+00,University of Houston,1
481,2025-03-15 23:33:25.701075+00,University of Idaho,1
482,2025-03-15 23:33:25.701075+00,University of Illinois Chicago,1
483,2025-03-15 23:33:25.701075+00,University of Illinois Urbana-Champaign (UIUC),1
484,2025-03-15 23:33:25.701075+00,University of Iowa (UIowa),1
485,2025-03-15 23:33:25.701075+00,University of Jamestown,1
486,2025-03-15 23:33:25.701075+00,University of Kansas (KU),1
487,2025-03-15 23:33:25.701075+00,University of Kentucky (UK),1
488,2025-03-15 23:33:25.701075+00,University of La Verne,1
489,2025-03-15 23:33:25.701075+00,University of Louisiana at Lafayette,1
490,2025-03-15 23:33:25.701075+00,University of Louisiana at Monroe,1
491,2025-03-15 23:33:25.701075+00,University of Louisville,1
492,2025-03-15 23:33:25.701075+00,University of Maine at Presque Isle,1
493,2025-03-15 23:33:25.701075+00,University of Maine,1
494,2025-03-15 23:33:25.701075+00,University of Maryland,1
495,2025-03-15 23:33:25.701075+00,University of Massachusetts Amherst (UMass),1
496,2025-03-15 23:33:25.701075+00,University of Massachusetts Lowell,1
497,2025-03-15 23:33:25.701075+00,University of Memphis,1
498,2025-03-15 23:33:25.701075+00,University of Miami,1
499,2025-03-15 23:33:25.701075+00,University of Michigan,1
500,2025-03-15 23:33:25.701075+00,University of Minnesota Duluth,1
501,2025-03-15 23:33:25.701075+00,University of Minnesota,1
502,2025-03-15 23:33:25.701075+00,University of Mississippi,1
503,2025-03-15 23:33:25.701075+00,University of Missouri–Columbia (Mizzou),1
504,2025-03-15 23:33:25.701075+00,University of Missouri–Kansas City (UMKC),1
505,2025-03-15 23:33:25.701075+00,University of Montana,1
506,2025-03-15 23:33:25.701075+00,University of Mount Olive,1
507,2025-03-15 23:33:25.701075+00,University of Nebraska Omaha,1
508,2025-03-15 23:33:25.701075+00,University of Nebraska–Lincoln (UNL),1
509,2025-03-15 23:33:25.701075+00,"University of Nevada, Las Vegas (UNLV)",1
510,2025-03-15 23:33:25.701075+00,"University of Nevada, Reno",1
511,2025-03-15 23:33:25.701075+00,University of New Hampshire,1
512,2025-03-15 23:33:25.701075+00,University of New Mexico,1
513,2025-03-15 23:33:25.701075+00,University of New Orleans,1
514,2025-03-15 23:33:25.701075+00,University of North Alabama,1
515,2025-03-15 23:33:25.701075+00,University of North Carolina at Chapel Hill (UNC),1
516,2025-03-15 23:33:25.701075+00,University of North Dakota,1
517,2025-03-15 23:33:25.701075+00,University of North Florida,1
518,2025-03-15 23:33:25.701075+00,University of North Georgia,1
519,2025-03-15 23:33:25.701075+00,University of North Texas,1
520,2025-03-15 23:33:25.701075+00,University of Northern Colorado,1
521,2025-03-15 23:33:25.701075+00,University of Northern Iowa,1
522,2025-03-15 23:33:25.701075+00,University of Notre Dame du Lac,1
523,2025-03-15 23:33:25.701075+00,University of Oklahoma (OU),1
524,2025-03-15 23:33:25.701075+00,University of Oregon (UO),1
525,2025-03-15 23:33:25.701075+00,University of Pennsylvania (Penn),1
526,2025-03-15 23:33:25.701075+00,University of Pittsburgh (Pitt),1
527,2025-03-15 23:33:25.701075+00,University of Pittsburgh at Bradford,1
528,2025-03-15 23:33:25.701075+00,University of Portland,1
529,2025-03-15 23:33:25.701075+00,University of Redlands,1
530,2025-03-15 23:33:25.701075+00,University of Rhode Island,1
531,2025-03-15 23:33:25.701075+00,University of Richmond,1
532,2025-03-15 23:33:25.701075+00,University of Saint Thomas,1
533,2025-03-15 23:33:25.701075+00,University of San Diego,1
534,2025-03-15 23:33:25.701075+00,University of San Francisco,1
535,2025-03-15 23:33:25.701075+00,University of South Alabama,1
536,2025-03-15 23:33:25.701075+00,University of South Carolina Upstate,1
537,2025-03-15 23:33:25.701075+00,University of South Carolina,1
538,2025-03-15 23:33:25.701075+00,University of South Dakota,1
539,2025-03-15 23:33:25.701075+00,University of South Florida,1
540,2025-03-15 23:33:25.701075+00,University of Southern California (USC),1
541,2025-03-15 23:33:25.701075+00,University of Southern Indiana,1
542,2025-03-15 23:33:25.701075+00,University of Southern Mississippi,1
543,2025-03-15 23:33:25.701075+00,University of Tampa,1
544,2025-03-15 23:33:25.701075+00,University of Tennessee at Chattanooga,1
545,2025-03-15 23:33:25.701075+00,University of Tennessee at Martin,1
546,2025-03-15 23:33:25.701075+00,University of Tennessee,1
547,2025-03-15 23:33:25.701075+00,University of Texas at Arlington,1
548,2025-03-15 23:33:25.701075+00,University of Texas at Austin (UT),1
549,2025-03-15 23:33:25.701075+00,University of Texas at El Paso (UTEP),1
550,2025-03-15 23:33:25.701075+00,University of Texas at San Antonio,1
551,2025-03-15 23:33:25.701075+00,University of Texas Rio Grande Valley,1
552,2025-03-15 23:33:25.701075+00,University of Texas–Pan American,1
553,2025-03-15 23:33:25.701075+00,University of the Incarnate Word,1
554,2025-03-15 23:33:25.701075+00,University of the Pacific,1
555,2025-03-15 23:33:25.701075+00,University of Toledo,1
556,2025-03-15 23:33:25.701075+00,University of Tulsa,1
557,2025-03-15 23:33:25.701075+00,University of Utah,1
558,2025-03-15 23:33:25.701075+00,University of Vermont and State Agricultural College,1
559,2025-03-15 23:33:25.701075+00,University of Virginia,1
560,2025-03-15 23:33:25.701075+00,University of Washington (UW),1
561,2025-03-15 23:33:25.701075+00,University of West Georgia,1
562,2025-03-15 23:33:25.701075+00,University of Wisconsin–Eau Claire,1
563,2025-03-15 23:33:25.701075+00,University of Wisconsin–Green Bay,1
564,2025-03-15 23:33:25.701075+00,University of Wisconsin–La Crosse,1
565,2025-03-15 23:33:25.701075+00,University of Wisconsin–Madison (UW),1
566,2025-03-15 23:33:25.701075+00,University of Wisconsin–Milwaukee,1
567,2025-03-15 23:33:25.701075+00,University of Wisconsin–Oshkosh,1
568,2025-03-15 23:33:25.701075+00,University of Wisconsin–Stout,1
569,2025-03-15 23:33:25.701075+00,University of Wisconsin–Whitewater,1
570,2025-03-15 23:33:25.701075+00,University of Wyoming,1
571,2025-03-15 23:33:25.701075+00,Upper Iowa University,1
572,2025-03-15 23:33:25.701075+00,Ursinus College,1
573,2025-03-15 23:33:25.701075+00,Ursuline College,1
574,2025-03-15 23:33:25.701075+00,Utah State University,1
575,2025-03-15 23:33:25.701075+00,Utah Tech University,1
576,2025-03-15 23:33:25.701075+00,Utah Valley University,1
577,2025-03-15 23:33:25.701075+00,Utica University,1
578,2025-03-15 23:33:25.701075+00,Valparaiso University,1
579,2025-03-15 23:33:25.701075+00,Vanderbilt University,1
580,2025-03-15 23:33:25.701075+00,Vanguard University,1
581,2025-03-15 23:33:25.701075+00,Vassar College,1
582,2025-03-15 23:33:25.701075+00,Vermont State University,1
583,2025-03-15 23:33:25.701075+00,Villanova University,1
584,2025-03-15 23:33:25.701075+00,Virginia Commonwealth University,1
585,2025-03-15 23:33:25.701075+00,Virginia Military Institute,1
586,2025-03-15 23:33:25.701075+00,Virginia Polytechnic Institute and State University,1
587,2025-03-15 23:33:25.701075+00,Virginia State University,1
588,2025-03-15 23:33:25.701075+00,Virginia Union University,1
589,2025-03-15 23:33:25.701075+00,Wagner College,1
590,2025-03-15 23:33:25.701075+00,Wake Forest University,1
591,2025-03-15 23:33:25.701075+00,Walsh University,1
592,2025-03-15 23:33:25.701075+00,Washington & Jefferson College,1
593,2025-03-15 23:33:25.701075+00,Washington and Lee University,1
594,2025-03-15 23:33:25.701075+00,Washington State University (WSU),1
595,2025-03-15 23:33:25.701075+00,Washington University in St. Louis,1
596,2025-03-15 23:33:25.701075+00,Wayne State College,1
597,2025-03-15 23:33:25.701075+00,Wayne State University,1
598,2025-03-15 23:33:25.701075+00,Weber State University,1
599,2025-03-15 23:33:25.701075+00,Wellesley College,1
600,2025-03-15 23:33:25.701075+00,West Chester University of Pennsylvania,1
601,2025-03-15 23:33:25.701075+00,West Chester University,1
602,2025-03-15 23:33:25.701075+00,West Texas A&M University,1
603,2025-03-15 23:33:25.701075+00,West Virginia University,1
604,2025-03-15 23:33:25.701075+00,Western Carolina University,1
605,2025-03-15 23:33:25.701075+00,Western Illinois University,1
606,2025-03-15 23:33:25.701075+00,Western Kentucky University,1
607,2025-03-15 23:33:25.701075+00,Western Michigan University,1
608,2025-03-15 23:33:25.701075+00,Westminster University,1
609,2025-03-15 23:33:25.701075+00,Whittier College,1
610,2025-03-15 23:33:25.701075+00,Wichita State University (WSU),1
611,2025-03-15 23:33:25.701075+00,William Marsh Rice University,1
612,2025-03-15 23:33:25.701075+00,Williams College,1
613,2025-03-15 23:33:25.701075+00,Wilmington University,1
614,2025-03-15 23:33:25.701075+00,Wilson College,1
615,2025-03-15 23:33:25.701075+00,Winona State University,1
616,2025-03-15 23:33:25.701075+00,Winthrop University,1
617,2025-03-15 23:33:25.701075+00,Wittenberg University,1
618,2025-03-15 23:33:25.701075+00,Wofford College,1
619,2025-03-15 23:33:25.701075+00,Wright State University,1
620,2025-03-15 23:33:25.701075+00,Xavier University,1
621,2025-03-15 23:33:25.701075+00,Yale University,1
622,2025-03-15 23:33:25.701075+00,Yeshiva University,1
623,2025-03-15 23:33:25.701075+00,Youngstown State University,1
624,2025-03-15 23:33:25.701075+00,D'Youville University,1
625,2025-03-15 23:33:25.701075+00,Afghanistan,3
626,2025-03-15 23:33:25.701075+00,Albania,3
627,2025-03-15 23:33:25.701075+00,Algeria,3
628,2025-03-15 23:33:25.701075+00,Andorra,3
629,2025-03-15 23:33:25.701075+00,Angola,3
630,2025-03-15 23:33:25.701075+00,Antigua and Barbuda,3
631,2025-03-15 23:33:25.701075+00,Argentina,3
632,2025-03-15 23:33:25.701075+00,Armenia,3
633,2025-03-15 23:33:25.701075+00,Australia,3
634,2025-03-15 23:33:25.701075+00,Austria,3
635,2025-03-15 23:33:25.701075+00,Azerbaijan,3
636,2025-03-15 23:33:25.701075+00,Bahamas,3
637,2025-03-15 23:33:25.701075+00,Bahrain,3
638,2025-03-15 23:33:25.701075+00,Bangladesh,3
639,2025-03-15 23:33:25.701075+00,Barbados,3
640,2025-03-15 23:33:25.701075+00,Belarus,3
641,2025-03-15 23:33:25.701075+00,Belgium,3
642,2025-03-15 23:33:25.701075+00,Belize,3
643,2025-03-15 23:33:25.701075+00,Benin,3
644,2025-03-15 23:33:25.701075+00,Bhutan,3
645,2025-03-15 23:33:25.701075+00,Bolivia,3
646,2025-03-15 23:33:25.701075+00,Bosnia and Herzegovina,3
647,2025-03-15 23:33:25.701075+00,Botswana,3
648,2025-03-15 23:33:25.701075+00,Brazil,3
649,2025-03-15 23:33:25.701075+00,Brunei,3
650,2025-03-15 23:33:25.701075+00,Bulgaria,3
651,2025-03-15 23:33:25.701075+00,Burkina Faso,3
652,2025-03-15 23:33:25.701075+00,Burundi,3
653,2025-03-15 23:33:25.701075+00,Cabo Verde,3
654,2025-03-15 23:33:25.701075+00,Cambodia,3
655,2025-03-15 23:33:25.701075+00,Cameroon,3
656,2025-03-15 23:33:25.701075+00,Canada,3
657,2025-03-15 23:33:25.701075+00,Central African Republic,3
658,2025-03-15 23:33:25.701075+00,Chad,3
659,2025-03-15 23:33:25.701075+00,Chile,3
660,2025-03-15 23:33:25.701075+00,China,3
661,2025-03-15 23:33:25.701075+00,Colombia,3
662,2025-03-15 23:33:25.701075+00,Comoros,3
663,2025-03-15 23:33:25.701075+00,Congo,3
664,2025-03-15 23:33:25.701075+00,Costa Rica,3
665,2025-03-15 23:33:25.701075+00,Croatia,3
666,2025-03-15 23:33:25.701075+00,Cuba,3
667,2025-03-15 23:33:25.701075+00,Cyprus,3
668,2025-03-15 23:33:25.701075+00,Czech Republic,3
669,2025-03-15 23:33:25.701075+00,Democratic Republic of the Congo,3
670,2025-03-15 23:33:25.701075+00,Denmark,3
671,2025-03-15 23:33:25.701075+00,Djibouti,3
672,2025-03-15 23:33:25.701075+00,Dominica,3
673,2025-03-15 23:33:25.701075+00,Dominican Republic,3
674,2025-03-15 23:33:25.701075+00,East Timor,3
675,2025-03-15 23:33:25.701075+00,Ecuador,3
676,2025-03-15 23:33:25.701075+00,Egypt,3
677,2025-03-15 23:33:25.701075+00,El Salvador,3
678,2025-03-15 23:33:25.701075+00,Equatorial Guinea,3
679,2025-03-15 23:33:25.701075+00,Eritrea,3
680,2025-03-15 23:33:25.701075+00,Estonia,3
681,2025-03-15 23:33:25.701075+00,Eswatini,3
682,2025-03-15 23:33:25.701075+00,Ethiopia,3
683,2025-03-15 23:33:25.701075+00,Fiji,3
684,2025-03-15 23:33:25.701075+00,Finland,3
685,2025-03-15 23:33:25.701075+00,France,3
686,2025-03-15 23:33:25.701075+00,Gabon,3
687,2025-03-15 23:33:25.701075+00,Gambia,3
688,2025-03-15 23:33:25.701075+00,Georgia,3
689,2025-03-15 23:33:25.701075+00,Germany,3
690,2025-03-15 23:33:25.701075+00,Ghana,3
691,2025-03-15 23:33:25.701075+00,Greece,3
692,2025-03-15 23:33:25.701075+00,Grenada,3
693,2025-03-15 23:33:25.701075+00,Guatemala,3
694,2025-03-15 23:33:25.701075+00,Guinea,3
695,2025-03-15 23:33:25.701075+00,Guinea-Bissau,3
696,2025-03-15 23:33:25.701075+00,Guyana,3
697,2025-03-15 23:33:25.701075+00,Haiti,3
698,2025-03-15 23:33:25.701075+00,Honduras,3
699,2025-03-15 23:33:25.701075+00,Hungary,3
700,2025-03-15 23:33:25.701075+00,Iceland,3
701,2025-03-15 23:33:25.701075+00,India,3
702,2025-03-15 23:33:25.701075+00,Indonesia,3
703,2025-03-15 23:33:25.701075+00,Iran,3
704,2025-03-15 23:33:25.701075+00,Iraq,3
705,2025-03-15 23:33:25.701075+00,Ireland,3
706,2025-03-15 23:33:25.701075+00,Israel,3
707,2025-03-15 23:33:25.701075+00,Italy,3
708,2025-03-15 23:33:25.701075+00,Ivory Coast,3
709,2025-03-15 23:33:25.701075+00,Jamaica,3
710,2025-03-15 23:33:25.701075+00,Japan,3
711,2025-03-15 23:33:25.701075+00,Jordan,3
712,2025-03-15 23:33:25.701075+00,Kazakhstan,3
713,2025-03-15 23:33:25.701075+00,Kenya,3
714,2025-03-15 23:33:25.701075+00,Kiribati,3
715,2025-03-15 23:33:25.701075+00,Kosovo,3
716,2025-03-15 23:33:25.701075+00,Kuwait,3
717,2025-03-15 23:33:25.701075+00,Kyrgyzstan,3
718,2025-03-15 23:33:25.701075+00,Laos,3
719,2025-03-15 23:33:25.701075+00,Latvia,3
720,2025-03-15 23:33:25.701075+00,Lebanon,3
721,2025-03-15 23:33:25.701075+00,Lesotho,3
722,2025-03-15 23:33:25.701075+00,Liberia,3
723,2025-03-15 23:33:25.701075+00,Libya,3
724,2025-03-15 23:33:25.701075+00,Liechtenstein,3
725,2025-03-15 23:33:25.701075+00,Lithuania,3
726,2025-03-15 23:33:25.701075+00,Luxembourg,3
727,2025-03-15 23:33:25.701075+00,Madagascar,3
728,2025-03-15 23:33:25.701075+00,Malawi,3
729,2025-03-15 23:33:25.701075+00,Malaysia,3
730,2025-03-15 23:33:25.701075+00,Maldives,3
731,2025-03-15 23:33:25.701075+00,Mali,3
732,2025-03-15 23:33:25.701075+00,Malta,3
733,2025-03-15 23:33:25.701075+00,Marshall Islands,3
734,2025-03-15 23:33:25.701075+00,Mauritania,3
735,2025-03-15 23:33:25.701075+00,Mauritius,3
736,2025-03-15 23:33:25.701075+00,Mexico,3
737,2025-03-15 23:33:25.701075+00,Micronesia,3
738,2025-03-15 23:33:25.701075+00,Moldova,3
739,2025-03-15 23:33:25.701075+00,Monaco,3
740,2025-03-15 23:33:25.701075+00,Mongolia,3
741,2025-03-15 23:33:25.701075+00,Montenegro,3
742,2025-03-15 23:33:25.701075+00,Morocco,3
743,2025-03-15 23:33:25.701075+00,Mozambique,3
744,2025-03-15 23:33:25.701075+00,Myanmar,3
745,2025-03-15 23:33:25.701075+00,Namibia,3
746,2025-03-15 23:33:25.701075+00,Nauru,3
747,2025-03-15 23:33:25.701075+00,Nepal,3
748,2025-03-15 23:33:25.701075+00,Netherlands,3
749,2025-03-15 23:33:25.701075+00,New Zealand,3
750,2025-03-15 23:33:25.701075+00,Nicaragua,3
751,2025-03-15 23:33:25.701075+00,Niger,3
752,2025-03-15 23:33:25.701075+00,Nigeria,3
753,2025-03-15 23:33:25.701075+00,North Korea,3
754,2025-03-15 23:33:25.701075+00,North Macedonia,3
755,2025-03-15 23:33:25.701075+00,Norway,3
756,2025-03-15 23:33:25.701075+00,Oman,3
757,2025-03-15 23:33:25.701075+00,Pakistan,3
758,2025-03-15 23:33:25.701075+00,Palau,3
759,2025-03-15 23:33:25.701075+00,Palestine,3
760,2025-03-15 23:33:25.701075+00,Panama,3
761,2025-03-15 23:33:25.701075+00,Papua New Guinea,3
762,2025-03-15 23:33:25.701075+00,Paraguay,3
763,2025-03-15 23:33:25.701075+00,Peru,3
764,2025-03-15 23:33:25.701075+00,Philippines,3
765,2025-03-15 23:33:25.701075+00,Poland,3
766,2025-03-15 23:33:25.701075+00,Portugal,3
767,2025-03-15 23:33:25.701075+00,Qatar,3
768,2025-03-15 23:33:25.701075+00,Romania,3
769,2025-03-15 23:33:25.701075+00,Russia,3
770,2025-03-15 23:33:25.701075+00,Rwanda,3
771,2025-03-15 23:33:25.701075+00,Saint Kitts and Nevis,3
772,2025-03-15 23:33:25.701075+00,Saint Lucia,3
773,2025-03-15 23:33:25.701075+00,Saint Vincent and the Grenadines,3
774,2025-03-15 23:33:25.701075+00,Samoa,3
775,2025-03-15 23:33:25.701075+00,San Marino,3
776,2025-03-15 23:33:25.701075+00,Sao Tome and Principe,3
777,2025-03-15 23:33:25.701075+00,Saudi Arabia,3
778,2025-03-15 23:33:25.701075+00,Senegal,3
779,2025-03-15 23:33:25.701075+00,Serbia,3
780,2025-03-15 23:33:25.701075+00,Seychelles,3
781,2025-03-15 23:33:25.701075+00,Sierra Leone,3
782,2025-03-15 23:33:25.701075+00,Singapore,3
783,2025-03-15 23:33:25.701075+00,Slovakia,3
784,2025-03-15 23:33:25.701075+00,Slovenia,3
785,2025-03-15 23:33:25.701075+00,Solomon Islands,3
786,2025-03-15 23:33:25.701075+00,Somalia,3
787,2025-03-15 23:33:25.701075+00,South Africa,3
788,2025-03-15 23:33:25.701075+00,South Korea,3
789,2025-03-15 23:33:25.701075+00,South Sudan,3
790,2025-03-15 23:33:25.701075+00,Spain,3
791,2025-03-15 23:33:25.701075+00,Sri Lanka,3
792,2025-03-15 23:33:25.701075+00,Sudan,3
793,2025-03-15 23:33:25.701075+00,Suriname,3
794,2025-03-15 23:33:25.701075+00,Sweden,3
795,2025-03-15 23:33:25.701075+00,Switzerland,3
796,2025-03-15 23:33:25.701075+00,Syria,3
797,2025-03-15 23:33:25.701075+00,Taiwan,3
798,2025-03-15 23:33:25.701075+00,Tajikistan,3
799,2025-03-15 23:33:25.701075+00,Tanzania,3
800,2025-03-15 23:33:25.701075+00,Thailand,3
801,2025-03-15 23:33:25.701075+00,Togo,3
802,2025-03-15 23:33:25.701075+00,Tonga,3
803,2025-03-15 23:33:25.701075+00,Trinidad and Tobago,3
804,2025-03-15 23:33:25.701075+00,Tunisia,3
805,2025-03-15 23:33:25.701075+00,Turkey,3
806,2025-03-15 23:33:25.701075+00,Turkmenistan,3
807,2025-03-15 23:33:25.701075+00,Tuvalu,3
808,2025-03-15 23:33:25.701075+00,Uganda,3
809,2025-03-15 23:33:25.701075+00,Ukraine,3
810,2025-03-15 23:33:25.701075+00,United Arab Emirates,3
811,2025-03-15 23:33:25.701075+00,United Kingdom,3
812,2025-03-15 23:33:25.701075+00,United States,3
813,2025-03-15 23:33:25.701075+00,Uruguay,3
814,2025-03-15 23:33:25.701075+00,Uzbekistan,3
815,2025-03-15 23:33:25.701075+00,Vanuatu,3
816,2025-03-15 23:33:25.701075+00,Vatican City,3
817,2025-03-15 23:33:25.701075+00,Venezuela,3
818,2025-03-15 23:33:25.701075+00,Vietnam,3
819,2025-03-15 23:33:25.701075+00,Yemen,3
820,2025-03-15 23:33:25.701075+00,Zambia,3
821,2025-03-15 23:33:25.701075+00,Zimbabwe,3